sequence_id
lcl|NC_003070.9_cds_NP_171609.1_1
lcl|NC_003070.9_cds_NP_001318899.1_2
lcl|NC_003070.9_cds_NP_001321777.1_3
lcl|NC_003070.9_cds_NP_001321775.1_4
lcl|NC_003070.9_cds_NP_001321776.1_5
lcl|NC_003070.9_cds_NP_001030923.1_6
lcl|NC_003070.9_cds_NP_001321778.1_7
lcl|NC_003070.9_cds_NP_001322175.1_8
lcl|NC_003070.9_cds_NP_171611.1_9
lcl|NC_003070.9_cds_NP_001184881.1_10
lcl|NC_003070.9_cds_NP_171612.1_11
lcl|NC_003070.9_cds_NP_001322481.1_12
lcl|NC_003070.9_cds_NP_171613.1_13
lcl|NC_003070.9_cds_NP_001077437.1_14
lcl|NC_003070.9_cds_NP_001320627.1_15
lcl|NC_003070.9_cds_NP_001320629.1_16
lcl|NC_003070.9_cds_NP_171614.1_17
lcl|NC_003070.9_cds_NP_849568.1_18
lcl|NC_003070.9_cds_NP_001030924.1_19
lcl|NC_003070.9_cds_NP_563617.1_22
lcl|NC_003070.9_cds_NP_973734.1_23
lcl|NC_003070.9_cds_NP_171616.1_24
lcl|NC_003070.9_cds_NP_001030925.1_25
lcl|NC_003070.9_cds_NP_001320997.1_26
lcl|NC_003070.9_cds_NP_171617.1_27
lcl|NC_003070.9_cds_NP_001077438.1_28
lcl|NC_003070.9_cds_NP_001077439.1_29
lcl|NC_003070.9_cds_NP_171618.1_30
lcl|NC_003070.9_cds_NP_849569.1_31
lcl|NC_003070.9_cds_NP_001117204.1_32
lcl|NC_003070.9_cds_NP_001318900.1_33
lcl|NC_003070.9_cds_NP_171620.2_34
lcl|NC_003070.9_cds_NP_171622.1_36
lcl|NC_003070.9_cds_NP_849571.1_37
lcl|NC_003070.9_cds_NP_849570.1_38
lcl|NC_003070.9_cds_NP_171623.1_40
lcl|NC_003070.9_cds_NP_001322663.1_41
lcl|NC_003070.9_cds_NP_001154298.1_42
lcl|NC_003070.9_cds_NP_563619.1_43
lcl|NC_003070.9_cds_NP_171625.1_44
lcl|NC_003070.9_cds_NP_001030926.1_45
lcl|NC_003070.9_cds_NP_171626.2_46
lcl|NC_003070.9_cds_NP_171627.2_47
lcl|NC_003070.9_cds_NP_001318901.1_48
lcl|NC_003070.9_cds_NP_171628.2_49
lcl|NC_003070.9_cds_NP_001322609.1_50
lcl|NC_003070.9_cds_NP_001322610.1_51
lcl|NC_003070.9_cds_NP_171629.1_52
lcl|NC_003070.9_cds_NP_001320982.1_53
lcl|NC_003070.9_cds_NP_563620.1_54

